YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,OP_UNIQUE_CARRIER,TAIL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_NM,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_NM,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,CANCELLED
2023,5,19,5,5/19/2023 0:00,WN,N8840Q,13342,1334207,33342,MKE,"Milwaukee, WI",WI,Wisconsin,10693,1069302,30693,BNA,"Nashville, TN",TN,Tennessee,525,524,-1,0,0,10,534,640,8,700,648,-12,0,0,0
2023,5,13,6,5/13/2023 0:00,HA,N489HA,12173,1217305,32134,HNL,"Honolulu, HI",HI,Hawaii,12758,1275804,32758,KOA,"Kona, HI",HI,Hawaii,2000,2033,33,33,1,15,2048,2116,4,2048,2120,32,32,1,0
2023,5,16,2,5/16/2023 0:00,AA,N943AN,13303,1330303,32467,MIA,"Miami, FL",FL,Florida,11057,1105703,31057,CLT,"Charlotte, NC",NC,North Carolina,821,813,-8,0,0,20,833,1018,7,1030,1025,-5,0,0,0
2023,5,27,6,5/27/2023 0:00,WN,N8841L,11259,1125904,30194,DAL,"Dallas, TX",TX,Texas,12266,1226603,31453,IAH,"Houston, TX",TX,Texas,710,705,-5,0,0,12,717,754,2,815,756,-19,0,0,0
2023,5,31,3,5/31/2023 0:00,OO,N400SY,14747,1474703,30559,SEA,"Seattle, WA",WA,Washington,11884,1188402,31884,GEG,"Spokane, WA",WA,Washington,2255,2250,-5,0,0,16,2306,2349,7,2355,2356,1,1,0,0
2023,5,17,3,5/17/2023 0:00,AS,N564AS,13830,1383002,33830,OGG,"Kahului, HI",HI,Hawaii,14679,1467903,33570,SAN,"San Diego, CA",CA,California,1040,1037,-3,0,0,14,1051,1839,3,1855,1842,-13,0,0,0
2023,5,24,3,5/24/2023 0:00,WN,N472WN,10800,1080003,32575,BUR,"Burbank, CA",CA,California,13796,1379610,32457,OAK,"Oakland, CA",CA,California,1800,1759,-1,0,0,11,1810,1901,4,1910,1905,-5,0,0,0
2023,5,6,6,5/6/2023 0:00,WN,N550WN,13204,1320402,31454,MCO,"Orlando, FL",FL,Florida,13244,1324402,33244,MEM,"Memphis, TN",TN,Tennessee,1040,1037,-3,0,0,12,1049,1134,4,1150,1138,-12,0,0,0
2023,5,20,6,5/20/2023 0:00,WN,N909WN,14122,1412202,30198,PIT,"Pittsburgh, PA",PA,Pennsylvania,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,Florida,1640,1639,-1,0,0,9,1648,1859,17,1920,1916,-4,0,0,0
2023,5,12,5,5/12/2023 0:00,AA,N321RL,13303,1330303,32467,MIA,"Miami, FL",FL,Florida,12953,1295304,31703,LGA,"New York, NY",NY,New York,1355,1501,66,66,1,19,1520,1750,3,1701,1753,52,52,1,0
2023,5,15,1,5/15/2023 0:00,B6,N355JB,12197,1219702,31703,HPN,"White Plains, NY",NY,New York,13204,1320402,31454,MCO,"Orlando, FL",FL,Florida,630,633,3,3,0,10,643,851,20,906,911,5,5,0,0
2023,5,28,7,5/28/2023 0:00,UA,N490UA,13487,1348702,31650,MSP,"Minneapolis, MN",MN,Minnesota,13930,1393008,30977,ORD,"Chicago, IL",IL,Illinois,1825,1810,-15,0,0,13,1823,1917,34,1957,1951,-6,0,0,0
