YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,OP_UNIQUE_CARRIER,OP_CARRIER_AIRLINE_ID,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_NM,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_NM,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,DEP_TIME_BLK,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,CANCELLED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,FLIGHTS,DISTANCE
2023,2,3,5,2/3/2023 0:00,YX,20452,N446YX,4695,15919,1591905,31834,XNA,"Fayetteville, AR",AR,Arkansas,12953,1295304,31703,LGA,"New York, NY",NY,New York,700,659,-1,0,0,0700-0759,25,724,1106,6,1100,1112,12,12,0,0,180,193,162,1,1147
2023,2,4,6,2/4/2023 0:00,NK,20416,N509NK,1879,10423,1042302,30423,AUS,"Austin, TX",TX,Texas,13204,1320402,31454,MCO,"Orlando, FL",FL,Florida,2020,2059,39,39,1,2000-2059,11,2110,2359,7,2348,6,18,18,1,0,148,127,109,1,994
2023,2,2,4,2/2/2023 0:00,YX,20452,N133HQ,4424,14307,1430706,30721,PVD,"Providence, RI",RI,Rhode Island,11278,1127805,30852,DCA,"Washington, DC",VA,Virginia,1214,1204,-10,0,0,1200-1259,13,1217,1334,19,1359,1353,-6,0,0,0,105,109,77,1,356
2023,2,4,6,2/4/2023 0:00,UA,19977,N73445,655,11292,1129202,30325,DEN,"Denver, CO",CO,Colorado,12889,1288904,32211,LAS,"Las Vegas, NV",NV,Nevada,1920,1920,0,0,0,1900-1959,12,1932,2004,6,2024,2010,-14,0,0,0,124,110,92,1,628
2023,2,3,5,2/3/2023 0:00,AA,19805,N425AN,739,12892,1289208,32575,LAX,"Los Angeles, CA",CA,California,12889,1288904,32211,LAS,"Las Vegas, NV",NV,Nevada,1820,1822,2,2,0,1800-1859,25,1847,1927,13,1932,1940,8,8,0,0,72,78,40,1,236
2023,2,2,4,2/2/2023 0:00,DL,19790,N595NW,1378,11433,1143302,31295,DTW,"Detroit, MI",MI,Michigan,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,Florida,1005,1003,-2,0,0,1000-1059,14,1017,1254,4,1316,1258,-18,0,0,0,191,175,157,1,1127
2023,2,5,7,2/5/2023 0:00,OO,20304,N107SY,5443,12266,1226603,31453,IAH,"Houston, TX",TX,Texas,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,Utah,1647,1648,1,1,0,1600-1659,33,1721,1921,8,1919,1929,10,10,0,0,212,221,180,1,1195
2023,2,5,7,2/5/2023 0:00,DL,19790,N320NB,2581,14771,1477104,32457,SFO,"San Francisco, CA",CA,California,12892,1289208,32575,LAX,"Los Angeles, CA",CA,California,1102,1137,35,35,1,1100-1159,17,1154,1247,9,1238,1256,18,18,1,0,96,79,53,1,337
2023,2,4,6,2/4/2023 0:00,WN,19393,N8517F,1973,13204,1320402,31454,MCO,"Orlando, FL",FL,Florida,11259,1125904,30194,DAL,"Dallas, TX",TX,Texas,1835,1841,6,6,0,1800-1859,13,1854,2016,4,2025,2020,-5,0,0,0,170,159,142,1,973
2023,2,5,7,2/5/2023 0:00,AA,19805,N823NN,2322,10994,1099402,30994,CHS,"Charleston, SC",SC,South Carolina,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,Texas,705,659,-6,0,0,0700-0759,13,712,846,14,910,900,-10,0,0,0,185,181,154,1,987
2023,2,3,5,2/3/2023 0:00,MQ,20398,N220NN,3427,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,Texas,10208,1020803,30208,AGS,"Augusta, GA",GA,Georgia,1908,1904,-4,0,0,1900-1959,28,1932,2226,6,2223,2232,9,9,0,0,135,148,114,1,874
2023,2,2,4,2/2/2023 0:00,AA,19805,N523UW,2470,12889,1288904,32211,LAS,"Las Vegas, NV",NV,Nevada,11057,1105703,31057,CLT,"Charlotte, NC",NC,North Carolina,1428,1422,-6,0,0,1400-1459,34,1456,2139,8,2139,2147,8,8,0,0,251,265,223,1,1916
2023,2,4,6,2/4/2023 0:00,WN,19393,N8830Q,1736,11278,1127805,30852,DCA,"Washington, DC",VA,Virginia,15304,1530402,33195,TPA,"Tampa, FL",FL,Florida,1800,1751,-9,0,0,1800-1859,15,1806,2002,4,2035,2006,-29,0,0,0,155,135,116,1,814
2023,2,6,1,2/6/2023 0:00,YX,20452,N214JQ,5609,12953,1295304,31703,LGA,"New York, NY",NY,New York,11066,1106606,31066,CMH,"Columbus, OH",OH,Ohio,635,628,-7,0,0,0600-0659,31,659,812,5,827,817,-10,0,0,0,112,109,73,1,479
2023,2,1,3,2/1/2023 0:00,YX,20452,N428YX,4742,12953,1295304,31703,LGA,"New York, NY",NY,New York,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,North Carolina,2200,2147,-13,0,0,2200-2259,19,2206,2328,5,2355,2333,-22,0,0,0,115,106,82,1,431
2023,2,2,4,2/2/2023 0:00,NK,20416,N646NK,476,13495,1349505,33495,MSY,"New Orleans, LA",LA,Louisiana,12889,1288904,32211,LAS,"Las Vegas, NV",NV,Nevada,2123,2122,-1,0,0,2100-2159,11,2133,2303,6,2329,2309,-20,0,0,0,246,227,210,1,1500
2023,2,2,4,2/2/2023 0:00,DL,19790,N924DZ,2390,15624,1562404,31504,VPS,"Valparaiso, FL",FL,Florida,10397,1039707,30397,ATL,"Atlanta, GA",GA,Georgia,600,558,-2,0,0,0600-0659,13,611,756,15,815,811,-4,0,0,0,75,73,45,1,250
2023,2,6,1,2/6/2023 0:00,WN,19393,N737JW,3016,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,Arizona,10713,1071302,30713,BOI,"Boise, ID",ID,Idaho,1500,1457,-3,0,0,1500-1559,7,1504,1647,8,1715,1655,-20,0,0,0,135,118,103,1,735
2023,2,4,6,2/4/2023 0:00,UA,19977,N827UA,1687,13495,1349505,33495,MSY,"New Orleans, LA",LA,Louisiana,14771,1477104,32457,SFO,"San Francisco, CA",CA,California,636,629,-7,0,0,0600-0659,9,638,914,5,935,919,-16,0,0,0,299,290,276,1,1911
2023,2,3,5,2/3/2023 0:00,OO,20304,N312SY,4440,14122,1412202,30198,PIT,"Pittsburgh, PA",PA,Pennsylvania,13487,1348702,31650,MSP,"Minneapolis, MN",MN,Minnesota,1309,1312,3,3,0,1300-1359,13,1325,1433,11,1438,1444,6,6,0,0,149,152,128,1,726
2023,2,1,3,2/1/2023 0:00,OO,20304,N776SK,4973,11905,1190502,31905,GGG,"Longview, TX",TX,Texas,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,Texas,1828,,,,,1800-1859,,,,,1931,,,,,1,63,,,1,140
2023,2,1,3,2/1/2023 0:00,F9,20436,,1246,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,Texas,13204,1320402,31454,MCO,"Orlando, FL",FL,Florida,901,,,,,0900-0959,,,,,1239,,,,,1,158,,,1,985
2023,2,2,4,2/2/2023 0:00,UA,19977,N37516,1715,11292,1129202,30325,DEN,"Denver, CO",CO,Colorado,11618,1161802,31703,EWR,"Newark, NJ",NJ,New Jersey,1555,1552,-3,0,0,1500-1559,19,1611,2112,15,2129,2127,-2,0,0,0,214,215,181,1,1605
2023,2,3,5,2/3/2023 0:00,WN,19393,N8726H,2388,12191,1219103,31453,HOU,"Houston, TX",TX,Texas,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,Arizona,1900,1857,-3,0,0,1900-1959,16,1913,2039,3,2055,2042,-13,0,0,0,175,165,146,1,1020
2023,2,1,3,2/1/2023 0:00,9E,20363,N297PQ,4686,12953,1295304,31703,LGA,"New York, NY",NY,New York,10994,1099402,30994,CHS,"Charleston, SC",SC,South Carolina,1829,1825,-4,0,0,1800-1859,32,1857,2040,5,2050,2045,-5,0,0,0,141,140,103,1,641
2023,2,6,1,2/6/2023 0:00,AA,19805,N147AA,2927,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,Texas,15376,1537604,30436,TUS,"Tucson, AZ",AZ,Arizona,1027,1027,0,0,0,1000-1059,27,1054,1157,6,1154,1203,9,9,0,0,147,156,123,1,813
2023,2,5,7,2/5/2023 0:00,B6,20409,N603JB,94,13204,1320402,31454,MCO,"Orlando, FL",FL,Florida,12197,1219702,31703,HPN,"White Plains, NY",NY,New York,1048,1044,-4,0,0,1000-1059,32,1116,1328,10,1329,1338,9,9,0,0,161,174,132,1,972
2023,2,2,4,2/2/2023 0:00,B6,20409,N651JB,1348,14843,1484306,34819,SJU,"San Juan, PR",PR,Puerto Rico,11278,1127805,30852,DCA,"Washington, DC",VA,Virginia,1806,1800,-6,0,0,1800-1859,13,1813,2058,4,2110,2102,-8,0,0,0,244,242,225,1,1554
2023,2,5,7,2/5/2023 0:00,G4,20368,296NV,234,14112,1411206,33195,PIE,"St. Petersburg, FL",FL,Florida,10431,1043106,30431,AVL,"Asheville, NC",NC,North Carolina,2208,2159,-9,0,0,2200-2259,15,2214,2338,6,2344,2344,0,0,0,0,96,105,84,1,519
2023,2,4,6,2/4/2023 0:00,F9,20436,N301FR,2500,15304,1530402,33195,TPA,"Tampa, FL",FL,Florida,10792,1079206,30792,BUF,"Buffalo, NY",NY,New York,2158,2146,-12,0,0,2100-2159,13,2159,24,4,50,28,-22,0,0,0,172,162,145,1,1053
2023,2,2,4,2/2/2023 0:00,9E,20363,N480PX,4701,12953,1295304,31703,LGA,"New York, NY",NY,New York,14122,1412202,30198,PIT,"Pittsburgh, PA",PA,Pennsylvania,1335,1331,-4,0,0,1300-1359,11,1342,1447,3,1515,1450,-25,0,0,0,100,79,65,1,335
2023,2,5,7,2/5/2023 0:00,OO,20304,N878AS,4236,11433,1143302,31295,DTW,"Detroit, MI",MI,Michigan,14150,1415002,34150,PLN,"Pellston, MI",MI,Michigan,1020,1204,104,104,1,1000-1059,28,1232,1316,9,1151,1325,94,94,1,0,91,81,44,1,243
2023,2,4,6,2/4/2023 0:00,OH,20397,N609NN,5589,11278,1127805,30852,DCA,"Washington, DC",VA,Virginia,14576,1457607,34576,ROC,"Rochester, NY",NY,New York,1659,1648,-11,0,0,1600-1659,16,1704,1759,8,1826,1807,-19,0,0,0,87,79,55,1,296
2023,2,5,7,2/5/2023 0:00,OO,20304,N512SY,3147,14771,1477104,32457,SFO,"San Francisco, CA",CA,California,12892,1289208,32575,LAX,"Los Angeles, CA",CA,California,1145,1142,-3,0,0,1100-1159,21,1203,1257,9,1311,1306,-5,0,0,0,86,84,54,1,337
2023,2,6,1,2/6/2023 0:00,WN,19393,N968WN,2793,10423,1042302,30423,AUS,"Austin, TX",TX,Texas,14908,1490803,32575,SNA,"Santa Ana, CA",CA,California,1905,1858,-7,0,0,1900-1959,12,1910,2000,3,2020,2003,-17,0,0,0,195,185,170,1,1209
2023,2,6,1,2/6/2023 0:00,AA,19805,N829NN,2966,10423,1042302,30423,AUS,"Austin, TX",TX,Texas,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,Arizona,1500,1455,-5,0,0,1500-1559,17,1512,1624,8,1637,1632,-5,0,0,0,157,157,132,1,872
2023,2,5,7,2/5/2023 0:00,G4,20368,224NV,972,14112,1411206,33195,PIE,"St. Petersburg, FL",FL,Florida,12945,1294503,32945,LEX,"Lexington, KY",KY,Kentucky,630,622,-8,0,0,0600-0659,10,632,807,5,831,812,-19,0,0,0,121,110,95,1,707
2023,2,5,7,2/5/2023 0:00,AA,19805,N346PR,2548,15027,1502704,34992,STX,"Christiansted, VI",VI,U.S. Virgin Islands,13303,1330303,32467,MIA,"Miami, FL",FL,Florida,1557,1742,105,105,1,1500-1559,11,1753,1918,6,1805,1924,79,79,1,0,188,162,145,1,1139
2023,2,2,4,2/2/2023 0:00,DL,19790,N593NW,1702,11433,1143302,31295,DTW,"Detroit, MI",MI,Michigan,13204,1320402,31454,MCO,"Orlando, FL",FL,Florida,1619,1616,-3,0,0,1600-1659,15,1631,1844,8,1857,1852,-5,0,0,0,158,156,133,1,957
2023,2,4,6,2/4/2023 0:00,B6,20409,N794JB,854,14027,1402702,34027,PBI,"West Palm Beach/Palm Beach, FL",FL,Florida,12478,1247805,31703,JFK,"New York, NY",NY,New York,700,652,-8,0,0,0700-0759,12,704,916,17,943,933,-10,0,0,0,163,161,132,1,1028
2023,2,3,5,2/3/2023 0:00,DL,19790,N1603,1610,10397,1039707,30397,ATL,"Atlanta, GA",GA,Georgia,13204,1320402,31454,MCO,"Orlando, FL",FL,Florida,730,738,8,8,0,0700-0759,17,755,855,10,902,905,3,3,0,0,92,87,60,1,404
2023,2,1,3,2/1/2023 0:00,WN,19393,N917WN,2829,10713,1071302,30713,BOI,"Boise, ID",ID,Idaho,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,Arizona,1335,1344,9,9,0,1300-1359,13,1357,1538,4,1535,1542,7,7,0,0,120,118,101,1,735
2023,2,5,7,2/5/2023 0:00,DL,19790,N679DA,1946,10397,1039707,30397,ATL,"Atlanta, GA",GA,Georgia,14843,1484306,34819,SJU,"San Juan, PR",PR,Puerto Rico,1314,1335,21,21,1,1300-1359,14,1349,1752,3,1737,1755,18,18,1,0,203,200,183,1,1547
2023,2,6,1,2/6/2023 0:00,AA,19805,N119US,2604,11986,1198603,31986,GRR,"Grand Rapids, MI",MI,Michigan,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,Arizona,1714,1708,-6,0,0,1700-1759,12,1720,1921,19,1944,1940,-4,0,0,0,270,272,241,1,1574
2023,2,4,6,2/4/2023 0:00,AA,19805,N890NN,2939,13256,1325602,33256,MFE,"Mission/McAllen/Edinburg, TX",TX,Texas,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,Texas,1053,1046,-7,0,0,1000-1059,11,1057,1208,12,1230,1220,-10,0,0,0,97,94,71,1,469
2023,2,3,5,2/3/2023 0:00,OH,20397,N569NN,5382,11278,1127805,30852,DCA,"Washington, DC",VA,Virginia,14307,1430706,30721,PVD,"Providence, RI",RI,Rhode Island,1512,1523,11,11,0,1500-1559,36,1559,1654,3,1643,1657,14,14,0,0,91,94,55,1,356
2023,2,3,5,2/3/2023 0:00,AA,19805,N907AN,2225,10529,1052907,30529,BDL,"Hartford, CT",CT,Connecticut,13930,1393008,30977,ORD,"Chicago, IL",IL,Illinois,1659,1702,3,3,0,1600-1659,10,1712,1821,17,1835,1838,3,3,0,0,156,156,129,1,783
2023,2,3,5,2/3/2023 0:00,OO,20304,N955SW,5048,10558,1055803,30558,BFF,"Scottsbluff, NE",NE,Nebraska,11292,1129202,30325,DEN,"Denver, CO",CO,Colorado,1019,1015,-4,0,0,1000-1059,11,1026,1100,22,1128,1122,-6,0,0,0,69,67,34,1,150
2023,2,2,4,2/2/2023 0:00,DL,19790,N355NB,2329,10693,1069302,30693,BNA,"Nashville, TN",TN,Tennessee,12953,1295304,31703,LGA,"New York, NY",NY,New York,1915,2058,103,103,1,1900-1959,17,2115,2349,7,2231,2356,85,85,1,0,136,118,94,1,764
2023,2,5,7,2/5/2023 0:00,OO,20304,N244SY,3541,10693,1069302,30693,BNA,"Nashville, TN",TN,Tennessee,12478,1247805,31703,JFK,"New York, NY",NY,New York,1145,1145,0,0,0,1100-1159,12,1157,1454,36,1507,1530,23,23,1,0,142,165,117,1,765
2023,2,6,1,2/6/2023 0:00,AA,19805,N985NN,2674,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,Texas,14908,1490803,32575,SNA,"Santa Ana, CA",CA,California,940,941,1,1,0,0900-0959,18,959,1058,7,1101,1105,4,4,0,0,201,204,179,1,1205
2023,2,5,7,2/5/2023 0:00,B6,20409,N828JB,2339,12953,1295304,31703,LGA,"New York, NY",NY,New York,12451,1245102,31136,JAX,"Jacksonville, FL",FL,Florida,1500,1458,-2,0,0,1500-1559,30,1528,1747,5,1755,1752,-3,0,0,0,175,174,139,1,833
2023,2,5,7,2/5/2023 0:00,UA,19977,N820UA,1190,13930,1393008,30977,ORD,"Chicago, IL",IL,Illinois,13244,1324402,33244,MEM,"Memphis, TN",TN,Tennessee,856,851,-5,0,0,0800-0859,16,907,1022,4,1046,1026,-20,0,0,0,110,95,75,1,491
2023,2,1,3,2/1/2023 0:00,OO,20304,N549CA,3907,10397,1039707,30397,ATL,"Atlanta, GA",GA,Georgia,10135,1013506,30135,ABE,"Allentown/Bethlehem/Easton, PA",PA,Pennsylvania,1500,1506,6,6,0,1500-1559,26,1532,1705,4,1659,1709,10,10,0,0,119,123,93,1,692
2023,2,5,7,2/5/2023 0:00,WN,19393,N7728D,2665,11540,1154005,30615,ELP,"El Paso, TX",TX,Texas,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,Arizona,635,629,-6,0,0,0600-0659,9,638,737,11,805,748,-17,0,0,0,90,79,59,1,347
2023,2,1,3,2/1/2023 0:00,UA,19977,N24211,592,10721,1072102,30721,BOS,"Boston, MA",MA,Massachusetts,11618,1161802,31703,EWR,"Newark, NJ",NJ,New Jersey,1050,1041,-9,0,0,1000-1059,12,1053,1147,6,1214,1153,-21,0,0,0,84,72,54,1,200
2023,2,3,5,2/3/2023 0:00,9E,20363,N602LR,5212,13487,1348702,31650,MSP,"Minneapolis, MN",MN,Minnesota,11203,1120302,30424,CWA,"Mosinee, WI",WI,Wisconsin,1945,1940,-5,0,0,1900-1959,17,1957,2034,3,2059,2037,-22,0,0,0,74,57,37,1,175
2023,2,2,4,2/2/2023 0:00,NK,20416,N652NK,1241,13296,1329605,30721,MHT,"Manchester, NH",NH,New Hampshire,14635,1463502,31714,RSW,"Fort Myers, FL",FL,Florida,1940,1936,-4,0,0,1900-1959,14,1950,2315,4,2324,2319,-5,0,0,0,224,223,205,1,1271
2023,2,3,5,2/3/2023 0:00,YX,20452,N867RW,4656,14730,1473004,33044,SDF,"Louisville, KY",KY,Kentucky,12953,1295304,31703,LGA,"New York, NY",NY,New York,650,650,0,0,0,0600-0659,78,808,945,8,909,953,44,44,1,0,139,183,97,1,659
2023,2,4,6,2/4/2023 0:00,MQ,20398,N279MQ,3444,12451,1245102,31136,JAX,"Jacksonville, FL",FL,Florida,11278,1127805,30852,DCA,"Washington, DC",VA,Virginia,1256,1311,15,15,1,1200-1259,12,1323,1457,6,1452,1503,11,11,0,0,116,112,94,1,634
2023,2,5,7,2/5/2023 0:00,DL,19790,N320DN,1325,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,Utah,13204,1320402,31454,MCO,"Orlando, FL",FL,Florida,1747,1823,36,36,1,1700-1759,13,1836,7,6,2358,13,15,15,1,0,251,230,211,1,1931
2023,2,2,4,2/2/2023 0:00,OH,20397,N613NN,5574,11057,1105703,31057,CLT,"Charlotte, NC",NC,North Carolina,10599,1059904,30599,BHM,"Birmingham, AL",AL,Alabama,1800,1834,34,34,1,1800-1859,26,1900,1909,4,1834,1913,39,39,1,0,94,99,69,1,350
2023,2,3,5,2/3/2023 0:00,AA,19805,N9006,1357,13303,1330303,32467,MIA,"Miami, FL",FL,Florida,12478,1247805,31703,JFK,"New York, NY",NY,New York,2100,2100,0,0,0,2100-2159,14,2114,2333,3,2359,2336,-23,0,0,0,179,156,139,1,1089
2023,2,4,6,2/4/2023 0:00,AA,19805,N749US,2916,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,Texas,12953,1295304,31703,LGA,"New York, NY",NY,New York,1030,1643,373,373,1,1000-1059,16,1659,2042,5,1455,2047,352,352,1,0,205,184,163,1,1389
2023,2,7,2,2/7/2023 0:00,AA,19805,N827AW,2021,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,Texas,10561,1056103,30561,BFL,"Bakersfield, CA",CA,California,1145,1234,49,49,1,1100-1159,19,1253,1346,5,1312,1351,39,39,1,0,207,197,173,1,1271
2023,2,4,6,2/4/2023 0:00,WN,19393,N948WN,2350,13244,1324402,33244,MEM,"Memphis, TN",TN,Tennessee,13204,1320402,31454,MCO,"Orlando, FL",FL,Florida,845,840,-5,0,0,0800-0859,27,907,1133,6,1135,1139,4,4,0,0,110,119,86,1,684
2023,2,2,4,2/2/2023 0:00,HA,19690,N373HA,81,10423,1042302,30423,AUS,"Austin, TX",TX,Texas,12173,1217305,32134,HNL,"Honolulu, HI",HI,Hawaii,905,920,1455,1455,1,0900-0959,15,935,1340,14,1345,1354,1449,1449,1,0,520,514,485,1,3764
2023,2,6,1,2/6/2023 0:00,OO,20304,N259SY,3847,10627,1062702,30627,BIS,"Bismarck/Mandan, ND",ND,North Dakota,13487,1348702,31650,MSP,"Minneapolis, MN",MN,Minnesota,1810,1800,-10,0,0,1800-1859,18,1818,1918,13,1945,1931,-14,0,0,0,95,91,60,1,386
2023,2,2,4,2/2/2023 0:00,DL,19790,N117DU,1151,12953,1295304,31703,LGA,"New York, NY",NY,New York,13930,1393008,30977,ORD,"Chicago, IL",IL,Illinois,600,544,-16,0,0,0600-0659,9,553,700,17,749,717,-32,0,0,0,169,153,127,1,733
2023,2,6,1,2/6/2023 0:00,AA,19805,N754UW,2665,12451,1245102,31136,JAX,"Jacksonville, FL",FL,Florida,11278,1127805,30852,DCA,"Washington, DC",VA,Virginia,1200,1155,-5,0,0,1200-1259,17,1212,1353,4,1348,1357,9,9,0,0,108,122,101,1,634
2023,2,3,5,2/3/2023 0:00,DL,19790,N302DN,1709,13204,1320402,31454,MCO,"Orlando, FL",FL,Florida,10721,1072102,30721,BOS,"Boston, MA",MA,Massachusetts,1120,1116,-4,0,0,1100-1159,12,1128,1349,11,1412,1400,-12,0,0,0,172,164,141,1,1121
2023,2,7,2,2/7/2023 0:00,AA,19805,N165US,980,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,Texas,10397,1039707,30397,ATL,"Atlanta, GA",GA,Georgia,1018,1010,-8,0,0,1000-1059,12,1022,1253,11,1320,1304,-16,0,0,0,122,114,91,1,731
2023,2,2,4,2/2/2023 0:00,UA,19977,N38459,2160,13930,1393008,30977,ORD,"Chicago, IL",IL,Illinois,11292,1129202,30325,DEN,"Denver, CO",CO,Colorado,1245,1305,20,20,1,1200-1259,41,1346,1452,7,1433,1459,26,26,1,0,168,174,126,1,888
2023,2,6,1,2/6/2023 0:00,UA,19977,N76269,1403,12451,1245102,31136,JAX,"Jacksonville, FL",FL,Florida,11618,1161802,31703,EWR,"Newark, NJ",NJ,New Jersey,1443,1507,24,24,1,1400-1459,14,1521,1801,15,1700,1816,76,76,1,0,137,189,160,1,820
2023,2,3,5,2/3/2023 0:00,OO,20304,N608UX,5594,14252,1425203,34252,PSC,"Pasco/Kennewick/Richland, WA",WA,Washington,14771,1477104,32457,SFO,"San Francisco, CA",CA,California,1334,1325,-9,0,0,1300-1359,15,1340,1521,9,1535,1530,-5,0,0,0,121,125,101,1,620
2023,2,2,4,2/2/2023 0:00,WN,19393,N7724A,474,10423,1042302,30423,AUS,"Austin, TX",TX,Texas,13495,1349505,33495,MSY,"New Orleans, LA",LA,Louisiana,2140,2159,19,19,1,2100-2159,15,2214,2310,5,2255,2315,20,20,1,0,75,76,56,1,444
2023,2,6,1,2/6/2023 0:00,YX,20452,N439YX,4631,11995,1199502,31995,GSO,"Greensboro/High Point, NC",NC,North Carolina,12953,1295304,31703,LGA,"New York, NY",NY,New York,1115,1106,-9,0,0,1100-1159,13,1119,1232,9,1300,1241,-19,0,0,0,105,95,73,1,461
2023,2,1,3,2/1/2023 0:00,WN,19393,N8825Q,1189,11193,1119302,33105,CVG,"Cincinnati, OH",KY,Kentucky,13232,1323202,30977,MDW,"Chicago, IL",IL,Illinois,650,648,-2,0,0,0600-0659,24,712,700,6,710,706,-4,0,0,0,80,78,48,1,249
2023,2,2,4,2/2/2023 0:00,WN,19393,N8570W,1022,11259,1125904,30194,DAL,"Dallas, TX",TX,Texas,10693,1069302,30693,BNA,"Nashville, TN",TN,Tennessee,710,,,,,0700-0759,,,,,855,,,,,1,105,,,1,623
2023,2,2,4,2/2/2023 0:00,9E,20363,N485PX,4956,12953,1295304,31703,LGA,"New York, NY",NY,New York,11267,1126702,31267,DAY,"Dayton, OH",OH,Ohio,1245,1234,-11,0,0,1200-1259,20,1254,1442,3,1458,1445,-13,0,0,0,133,131,108,1,549
2023,2,2,4,2/2/2023 0:00,G4,20368,312NV,25,15919,1591905,31834,XNA,"Fayetteville, AR",AR,Arkansas,12889,1288904,32211,LAS,"Las Vegas, NV",NV,Nevada,2015,2020,5,5,0,2000-2059,12,2032,2111,9,2129,2120,-9,0,0,0,194,180,159,1,1163
2023,2,3,5,2/3/2023 0:00,WN,19393,N8743K,1228,12402,1240203,32402,ITO,"Hilo, HI",HI,Hawaii,12173,1217305,32134,HNL,"Honolulu, HI",HI,Hawaii,620,740,80,80,1,0600-0659,10,750,827,3,715,830,75,75,1,0,55,50,37,1,216
2023,2,1,3,2/1/2023 0:00,AA,19805,N987AN,898,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,Texas,15304,1530402,33195,TPA,"Tampa, FL",FL,Florida,1539,,,,,1500-1559,,,,,1854,,,,,1,135,,,1,929
2023,2,1,3,2/1/2023 0:00,DL,19790,N503DZ,1598,14747,1474703,30559,SEA,"Seattle, WA",WA,Washington,12892,1289208,32575,LAX,"Los Angeles, CA",CA,California,710,706,-4,0,0,0700-0759,20,726,932,11,951,943,-8,0,0,0,161,157,126,1,954
2023,2,5,7,2/5/2023 0:00,MQ,20398,N228NN,3506,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,Texas,11612,1161206,31612,EVV,"Evansville, IN",IN,Indiana,1327,1320,-7,0,0,1300-1359,24,1344,1512,3,1518,1515,-3,0,0,0,111,115,88,1,642
2023,2,5,7,2/5/2023 0:00,AA,19805,N998NN,1756,13487,1348702,31650,MSP,"Minneapolis, MN",MN,Minnesota,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,Arizona,1443,1437,-6,0,0,1400-1459,16,1453,1705,6,1715,1711,-4,0,0,0,212,214,192,1,1276
2023,2,2,4,2/2/2023 0:00,UA,19977,N27515,1654,14771,1477104,32457,SFO,"San Francisco, CA",CA,California,15304,1530402,33195,TPA,"Tampa, FL",FL,Florida,1310,1310,0,0,0,1300-1359,22,1332,2051,3,2113,2054,-19,0,0,0,303,284,259,1,2393
2023,2,6,1,2/6/2023 0:00,DL,19790,N103DY,1590,13204,1320402,31454,MCO,"Orlando, FL",FL,Florida,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,Utah,1140,1203,23,23,1,1100-1159,20,1223,1455,6,1433,1501,28,28,1,0,293,298,272,1,1931
2023,2,5,7,2/5/2023 0:00,OH,20397,N570NN,5140,10693,1069302,30693,BNA,"Nashville, TN",TN,Tennessee,11057,1105703,31057,CLT,"Charlotte, NC",NC,North Carolina,600,552,-8,0,0,0600-0659,18,610,800,8,828,808,-20,0,0,0,88,76,50,1,328
2023,2,1,3,2/1/2023 0:00,OO,20304,N277SY,3898,14747,1474703,30559,SEA,"Seattle, WA",WA,Washington,10713,1071302,30713,BOI,"Boise, ID",ID,Idaho,1935,1928,-7,0,0,1900-1959,20,1948,2145,3,2158,2148,-10,0,0,0,83,80,57,1,399
