YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,OP_UNIQUE_CARRIER,OP_CARRIER_AIRLINE_ID,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_NM,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_NM,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,DEP_TIME_BLK,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,CANCELLED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,FLIGHTS,DISTANCE
2023,2,5,7,2/5/2023 0:00,WN,19393,N8530W,617,14524,1452401,34524,RIC,"Richmond, VA",VA,Virginia,10397,1039707,30397,ATL,"Atlanta, GA",GA,Georgia,1710,1717,7,7,0,1700-1759,22,1739,1855,6,1900,1901,1,1,0,0,110,104,76,1,481
2023,2,1,3,2/1/2023 0:00,DL,19790,N873DN,573,14747,1474703,30559,SEA,"Seattle, WA",WA,Washington,11433,1143302,31295,DTW,"Detroit, MI",MI,Michigan,1510,1511,1,1,0,1500-1559,10,1521,2149,7,2219,2156,-23,0,0,0,249,225,208,1,1927
2023,2,6,1,2/6/2023 0:00,OO,20304,N187SY,3487,14893,1489302,33192,SMF,"Sacramento, CA",CA,California,14679,1467903,33570,SAN,"San Diego, CA",CA,California,1615,1601,-14,0,0,1600-1659,18,1619,1729,6,1746,1735,-11,0,0,0,91,94,70,1,480
2023,2,6,1,2/6/2023 0:00,UA,19977,N491UA,421,11433,1143302,31295,DTW,"Detroit, MI",MI,Michigan,13930,1393008,30977,ORD,"Chicago, IL",IL,Illinois,700,655,-5,0,0,0700-0759,26,721,714,16,747,730,-17,0,0,0,107,95,53,1,235
2023,2,5,7,2/5/2023 0:00,WN,19393,N8639B,2117,14893,1489302,33192,SMF,"Sacramento, CA",CA,California,14057,1405702,34057,PDX,"Portland, OR",OR,Oregon,2155,2146,-9,0,0,2100-2159,8,2154,2310,3,2325,2313,-12,0,0,0,90,87,76,1,479
2023,2,5,7,2/5/2023 0:00,MQ,20398,N253NN,3831,10980,1098002,30980,CHA,"Chattanooga, TN",TN,Tennessee,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,Texas,600,559,-1,0,0,0600-0659,12,611,712,9,727,721,-6,0,0,0,147,142,121,1,695
2023,2,2,4,2/2/2023 0:00,AA,19805,N162UW,832,11057,1105703,31057,CLT,"Charlotte, NC",NC,North Carolina,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,Arizona,1305,1304,-1,0,0,1300-1359,16,1320,1523,5,1547,1528,-19,0,0,0,282,264,243,1,1773
2023,2,5,7,2/5/2023 0:00,NK,20416,N960NK,2866,13204,1320402,31454,MCO,"Orlando, FL",FL,Florida,13244,1324402,33244,MEM,"Memphis, TN",TN,Tennessee,600,554,-6,0,0,0600-0659,26,620,709,7,714,716,2,2,0,0,134,142,109,1,684
2023,2,1,3,2/1/2023 0:00,AA,19805,N524UW,1829,11057,1105703,31057,CLT,"Charlotte, NC",NC,North Carolina,13931,1393102,33667,ORF,"Norfolk, VA",VA,Virginia,1300,1256,-4,0,0,1300-1359,12,1308,1349,5,1408,1354,-14,0,0,0,68,58,41,1,290
2023,2,2,4,2/2/2023 0:00,YX,20452,N216JQ,5646,12478,1247805,31703,JFK,"New York, NY",NY,New York,10821,1082106,30852,BWI,"Baltimore, MD",MD,Maryland,2250,2243,-7,0,0,2200-2259,31,2314,2357,5,2358,2,4,4,0,0,68,79,43,1,184
2023,2,6,1,2/6/2023 0:00,OO,20304,N613UX,5590,14771,1477104,32457,SFO,"San Francisco, CA",CA,California,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,Utah,1910,1903,-7,0,0,1900-1959,20,1923,2151,5,2207,2156,-11,0,0,0,117,113,88,1,599
2023,2,4,6,2/4/2023 0:00,UA,19977,N12114,600,11618,1161802,31703,EWR,"Newark, NJ",NJ,New Jersey,15304,1530402,33195,TPA,"Tampa, FL",FL,Florida,1952,1954,2,2,0,1900-1959,44,2038,2302,4,2301,2306,5,5,0,0,189,192,144,1,997
2023,2,5,7,2/5/2023 0:00,B6,20409,N203JB,884,13204,1320402,31454,MCO,"Orlando, FL",FL,Florida,12478,1247805,31703,JFK,"New York, NY",NY,New York,2005,2328,203,203,1,2000-2059,12,2340,136,5,2236,141,185,185,1,0,151,133,116,1,944
2023,2,3,5,2/3/2023 0:00,UA,19977,N413UA,488,11292,1129202,30325,DEN,"Denver, CO",CO,Colorado,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,Arizona,745,739,-6,0,0,0700-0759,14,753,924,3,946,927,-19,0,0,0,121,108,91,1,602
2023,2,5,7,2/5/2023 0:00,NK,20416,N625NK,2308,10423,1042302,30423,AUS,"Austin, TX",TX,Texas,11618,1161802,31703,EWR,"Newark, NJ",NJ,New Jersey,1654,1651,-3,0,0,1600-1659,12,1703,2115,32,2135,2147,12,12,0,0,221,236,192,1,1504
2023,2,3,5,2/3/2023 0:00,NK,20416,N607NK,1818,12889,1288904,32211,LAS,"Las Vegas, NV",NV,Nevada,14893,1489302,33192,SMF,"Sacramento, CA",CA,California,2059,2052,-7,0,0,2000-2059,13,2105,2212,11,2231,2223,-8,0,0,0,92,91,67,1,397
2023,2,1,3,2/1/2023 0:00,WN,19393,N8782Q,123,12191,1219103,31453,HOU,"Houston, TX",TX,Texas,12892,1289208,32575,LAX,"Los Angeles, CA",CA,California,535,531,-4,0,0,0001-0559,11,542,646,5,720,651,-29,0,0,0,225,200,184,1,1390
2023,2,5,7,2/5/2023 0:00,WN,19393,N243WN,1251,13931,1393102,33667,ORF,"Norfolk, VA",VA,Virginia,13204,1320402,31454,MCO,"Orlando, FL",FL,Florida,1325,1325,0,0,0,1300-1359,8,1333,1520,7,1530,1527,-3,0,0,0,125,122,107,1,655
2023,2,2,4,2/2/2023 0:00,DL,19790,N320US,2682,10693,1069302,30693,BNA,"Nashville, TN",TN,Tennessee,11433,1143302,31295,DTW,"Detroit, MI",MI,Michigan,1037,1030,-7,0,0,1000-1059,14,1044,1249,14,1315,1303,-12,0,0,0,98,93,65,1,456
2023,2,2,4,2/2/2023 0:00,WN,19393,N8814K,2570,14679,1467903,33570,SAN,"San Diego, CA",CA,California,14831,1483106,32457,SJC,"San Jose, CA",CA,California,1730,1723,-7,0,0,1700-1759,17,1740,1843,4,1855,1847,-8,0,0,0,85,84,63,1,417
2023,2,3,5,2/3/2023 0:00,B6,20409,N640JB,225,12478,1247805,31703,JFK,"New York, NY",NY,New York,15304,1530402,33195,TPA,"Tampa, FL",FL,Florida,2002,1959,-3,0,0,2000-2059,29,2028,2250,6,2316,2256,-20,0,0,0,194,177,142,1,1005
2023,2,7,2,2/7/2023 0:00,AA,19805,N858NN,1905,13487,1348702,31650,MSP,"Minneapolis, MN",MN,Minnesota,13303,1330303,32467,MIA,"Miami, FL",FL,Florida,600,554,-6,0,0,0600-0659,19,613,1015,24,1102,1039,-23,0,0,0,242,225,182,1,1501
2023,2,1,3,2/1/2023 0:00,WN,19393,N8621A,2907,11259,1125904,30194,DAL,"Dallas, TX",TX,Texas,13495,1349505,33495,MSY,"New Orleans, LA",LA,Louisiana,1810,,,,,1800-1859,,,,,1930,,,,,1,80,,,1,436
2023,2,5,7,2/5/2023 0:00,DL,19790,N333NB,1230,10620,1062003,30620,BIL,"Billings, MT",MT,Montana,13487,1348702,31650,MSP,"Minneapolis, MN",MN,Minnesota,621,610,-11,0,0,0600-0659,11,621,854,6,930,900,-30,0,0,0,129,110,93,1,748
2023,2,6,1,2/6/2023 0:00,OO,20304,N260SY,3665,12892,1289208,32575,LAX,"Los Angeles, CA",CA,California,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,Arizona,1307,1456,109,109,1,1300-1359,13,1509,1710,4,1537,1714,97,97,1,0,90,78,61,1,370
2023,2,3,5,2/3/2023 0:00,UA,19977,N647UA,1474,11618,1161802,31703,EWR,"Newark, NJ",NJ,New Jersey,12266,1226603,31453,IAH,"Houston, TX",TX,Texas,1910,1903,-7,0,0,1900-1959,49,1952,2154,6,2217,2200,-17,0,0,0,247,237,182,1,1400
2023,2,6,1,2/6/2023 0:00,UA,19977,N39728,510,11618,1161802,31703,EWR,"Newark, NJ",NJ,New Jersey,13204,1320402,31454,MCO,"Orlando, FL",FL,Florida,1859,1943,44,44,1,1800-1859,33,2016,2231,11,2159,2242,43,43,1,0,180,179,135,1,937
2023,2,4,6,2/4/2023 0:00,OO,20304,N188SY,3413,10713,1071302,30713,BOI,"Boise, ID",ID,Idaho,12892,1289208,32575,LAX,"Los Angeles, CA",CA,California,730,728,-2,0,0,0700-0759,20,748,837,15,845,852,7,7,0,0,135,144,109,1,674
2023,2,2,4,2/2/2023 0:00,DL,19790,N967AT,1439,11057,1105703,31057,CLT,"Charlotte, NC",NC,North Carolina,10397,1039707,30397,ATL,"Atlanta, GA",GA,Georgia,1004,959,-5,0,0,1000-1059,18,1017,1059,6,1131,1105,-26,0,0,0,87,66,42,1,226
2023,2,6,1,2/6/2023 0:00,AA,19805,N184US,1518,14027,1402702,34027,PBI,"West Palm Beach/Palm Beach, FL",FL,Florida,11057,1105703,31057,CLT,"Charlotte, NC",NC,North Carolina,800,755,-5,0,0,0800-0859,11,806,943,9,956,952,-4,0,0,0,116,117,97,1,590
2023,2,4,6,2/4/2023 0:00,AA,19805,N982NN,559,15304,1530402,33195,TPA,"Tampa, FL",FL,Florida,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,Texas,925,918,-7,0,0,0900-0959,16,934,1114,15,1124,1129,5,5,0,0,179,191,160,1,929
2023,2,2,4,2/2/2023 0:00,MQ,20398,N252NN,4221,11973,1197302,31973,GPT,"Gulfport/Biloxi, MS",MS,Mississippi,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,Texas,1545,1607,22,22,1,1500-1559,10,1617,1738,25,1741,1803,22,22,1,0,116,116,81,1,500
2023,2,1,3,2/1/2023 0:00,NK,20416,N522NK,713,11618,1161802,31703,EWR,"Newark, NJ",NJ,New Jersey,14122,1412202,30198,PIT,"Pittsburgh, PA",PA,Pennsylvania,610,622,12,12,0,0600-0659,44,706,812,6,732,818,46,46,1,0,82,116,66,1,319
2023,2,5,7,2/5/2023 0:00,MQ,20398,N280NN,3586,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,Texas,14674,1467402,34674,SAF,"Santa Fe, NM",NM,New Mexico,1504,1459,-5,0,0,1500-1559,13,1512,1541,5,1554,1546,-8,0,0,0,110,107,89,1,551
2023,2,2,4,2/2/2023 0:00,AA,19805,N700UW,2570,10423,1042302,30423,AUS,"Austin, TX",TX,Texas,14908,1490803,32575,SNA,"Santa Ana, CA",CA,California,744,,,,,0700-0759,,,,,900,,,,,1,196,,,1,1209
2023,2,2,4,2/2/2023 0:00,YX,20452,N433YX,4759,13930,1393008,30977,ORD,"Chicago, IL",IL,Illinois,10792,1079206,30792,BUF,"Buffalo, NY",NY,New York,1420,1415,-5,0,0,1400-1459,20,1435,1640,5,1706,1645,-21,0,0,0,106,90,65,1,474
2023,2,5,7,2/5/2023 0:00,F9,20436,,1045,11042,1104205,30647,CLE,"Cleveland, OH",OH,Ohio,13204,1320402,31454,MCO,"Orlando, FL",FL,Florida,1944,,,,,1900-1959,,,,,2229,,,,,1,165,,,1,895
2023,2,1,3,2/1/2023 0:00,WN,19393,N8810L,876,11292,1129202,30325,DEN,"Denver, CO",CO,Colorado,13204,1320402,31454,MCO,"Orlando, FL",FL,Florida,1025,1033,8,8,0,1000-1059,16,1049,1543,4,1550,1547,-3,0,0,0,205,194,174,1,1546
2023,2,5,7,2/5/2023 0:00,DL,19790,N328NB,2008,10397,1039707,30397,ATL,"Atlanta, GA",GA,Georgia,11624,1162403,31624,EYW,"Key West, FL",FL,Florida,831,828,-3,0,0,0800-0859,8,836,1003,2,1027,1005,-22,0,0,0,116,97,87,1,646
2023,2,4,6,2/4/2023 0:00,OO,20304,N751SK,3106,14960,1496002,34960,SPS,"Wichita Falls, TX",TX,Texas,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,Texas,1843,1914,31,31,1,1800-1859,16,1930,1953,8,1942,2001,19,19,1,0,59,47,23,1,113
2023,2,4,6,2/4/2023 0:00,DL,19790,N105DU,1586,14747,1474703,30559,SEA,"Seattle, WA",WA,Washington,14771,1477104,32457,SFO,"San Francisco, CA",CA,California,949,940,-9,0,0,0900-0959,14,954,1143,4,1200,1147,-13,0,0,0,131,127,109,1,679
2023,2,6,1,2/6/2023 0:00,NK,20416,N963NK,680,13495,1349505,33495,MSY,"New Orleans, LA",LA,Louisiana,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,Florida,630,625,-5,0,0,0600-0659,12,637,903,8,918,911,-7,0,0,0,108,106,86,1,674
2023,2,2,4,2/2/2023 0:00,OO,20304,N758SK,3234,10372,1037205,30372,ASE,"Aspen, CO",CO,Colorado,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,Texas,1352,1355,3,3,0,1300-1359,48,1443,1726,15,1708,1741,33,33,1,0,136,166,103,1,701
2023,2,7,2,2/7/2023 0:00,AA,19805,N667AW,2050,12278,1227805,30928,ICT,"Wichita, KS",KS,Kansas,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,Texas,1638,1750,72,72,1,1600-1659,17,1807,1911,6,1801,1917,76,76,1,0,83,87,64,1,328
2023,2,5,7,2/5/2023 0:00,OO,20304,N110SY,5264,15376,1537604,30436,TUS,"Tucson, AZ",AZ,Arizona,14771,1477104,32457,SFO,"San Francisco, CA",CA,California,806,757,-9,0,0,0800-0859,15,812,917,7,938,924,-14,0,0,0,152,147,125,1,751
2023,2,2,4,2/2/2023 0:00,DL,19790,N660DL,2542,10397,1039707,30397,ATL,"Atlanta, GA",GA,Georgia,13495,1349505,33495,MSY,"New Orleans, LA",LA,Louisiana,1100,1056,-4,0,0,1100-1159,11,1107,1117,4,1140,1121,-19,0,0,0,100,85,70,1,425
2023,2,5,7,2/5/2023 0:00,AA,19805,N156UW,2991,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,Texas,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,Arizona,1446,1440,-6,0,0,1400-1459,22,1502,1606,8,1623,1614,-9,0,0,0,157,154,124,1,868
2023,2,5,7,2/5/2023 0:00,NK,20416,N971NK,1818,12889,1288904,32211,LAS,"Las Vegas, NV",NV,Nevada,14893,1489302,33192,SMF,"Sacramento, CA",CA,California,2059,2106,7,7,0,2000-2059,14,2120,2229,6,2231,2235,4,4,0,0,92,89,69,1,397
2023,2,4,6,2/4/2023 0:00,WN,19393,N8813Q,1464,12892,1289208,32575,LAX,"Los Angeles, CA",CA,California,14893,1489302,33192,SMF,"Sacramento, CA",CA,California,1435,1428,-7,0,0,1400-1459,16,1444,1544,3,1555,1547,-8,0,0,0,80,79,60,1,373
2023,2,4,6,2/4/2023 0:00,UA,19977,N837UA,1830,10693,1069302,30693,BNA,"Nashville, TN",TN,Tennessee,12264,1226402,30852,IAD,"Washington, DC",VA,Virginia,1845,1832,-13,0,0,1800-1859,13,1845,2100,5,2120,2105,-15,0,0,0,95,93,75,1,542
2023,2,1,3,2/1/2023 0:00,OO,20304,N296SY,3613,13487,1348702,31650,MSP,"Minneapolis, MN",MN,Minnesota,13871,1387102,33316,OMA,"Omaha, NE",NE,Nebraska,2128,2127,-1,0,0,2100-2159,27,2154,2244,3,2251,2247,-4,0,0,0,83,80,50,1,282
2023,2,3,5,2/3/2023 0:00,AS,19930,N614AS,64,15841,1584102,35841,WRG,"Wrangell, AK",AK,Alaska,12819,1281902,31401,KTN,"Ketchikan, AK",AK,Alaska,1618,1555,-23,0,0,1600-1659,9,1604,1627,5,1655,1632,-23,0,0,0,37,37,23,1,82
2023,2,1,3,2/1/2023 0:00,AA,19805,N8031M,1870,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,Texas,11503,1150305,31503,EGE,"Eagle, CO",CO,Colorado,1240,,,,,1200-1259,,,,,1407,,,,,1,147,,,1,721
2023,2,5,7,2/5/2023 0:00,AA,19805,N771XF,1508,15016,1501606,31123,STL,"St. Louis, MO",MO,Missouri,11057,1105703,31057,CLT,"Charlotte, NC",NC,North Carolina,1104,1111,7,7,0,1100-1159,10,1121,1342,8,1348,1350,2,2,0,0,104,99,81,1,575
2023,2,3,5,2/3/2023 0:00,WN,19393,N8830Q,1764,14683,1468305,33214,SAT,"San Antonio, TX",TX,Texas,11292,1129202,30325,DEN,"Denver, CO",CO,Colorado,1925,1921,-4,0,0,1900-1959,8,1929,2020,6,2045,2026,-19,0,0,0,140,125,111,1,794
2023,2,1,3,2/1/2023 0:00,DL,19790,N836DN,808,10397,1039707,30397,ATL,"Atlanta, GA",GA,Georgia,10529,1052907,30529,BDL,"Hartford, CT",CT,Connecticut,815,811,-4,0,0,0800-0859,14,825,1006,6,1029,1012,-17,0,0,0,134,121,101,1,859
2023,2,1,3,2/1/2023 0:00,DL,19790,N553NW,2338,10397,1039707,30397,ATL,"Atlanta, GA",GA,Georgia,13931,1393102,33667,ORF,"Norfolk, VA",VA,Virginia,2245,2242,-3,0,0,2200-2259,18,2300,3,5,18,8,-10,0,0,0,93,86,63,1,516
2023,2,3,5,2/3/2023 0:00,OH,20397,N574NN,5333,12448,1244807,32448,JAN,"Jackson/Vicksburg, MS",MS,Mississippi,11057,1105703,31057,CLT,"Charlotte, NC",NC,North Carolina,1622,1611,-11,0,0,1600-1659,16,1627,1847,17,1910,1904,-6,0,0,0,108,113,80,1,562
2023,2,3,5,2/3/2023 0:00,WN,19393,N265WN,1231,12448,1244807,32448,JAN,"Jackson/Vicksburg, MS",MS,Mississippi,10397,1039707,30397,ATL,"Atlanta, GA",GA,Georgia,755,753,-2,0,0,0700-0759,23,816,1010,4,1015,1014,-1,0,0,0,80,81,54,1,341
2023,2,2,4,2/2/2023 0:00,NK,20416,N679NK,171,12953,1295304,31703,LGA,"New York, NY",NY,New York,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,Florida,600,600,0,0,0,0600-0659,32,632,915,6,904,921,17,17,1,0,184,201,163,1,1076
2023,2,4,6,2/4/2023 0:00,NK,20416,N935NK,188,13796,1379609,32457,OAK,"Oakland, CA",CA,California,12889,1288904,32211,LAS,"Las Vegas, NV",NV,Nevada,2042,2043,1,1,0,2000-2059,11,2054,2156,5,2210,2201,-9,0,0,0,88,78,62,1,407
2023,2,6,1,2/6/2023 0:00,AA,19805,N8031M,2356,13930,1393008,30977,ORD,"Chicago, IL",IL,Illinois,11503,1150305,31503,EGE,"Eagle, CO",CO,Colorado,1055,1049,-6,0,0,1000-1059,21,1110,1246,5,1248,1251,3,3,0,0,173,182,156,1,1007
2023,2,6,1,2/6/2023 0:00,UA,19977,N69806,2205,14262,1426204,34262,PSP,"Palm Springs, CA",CA,California,11292,1129202,30325,DEN,"Denver, CO",CO,Colorado,1110,1102,-8,0,0,1100-1159,25,1127,1359,5,1418,1404,-14,0,0,0,128,122,92,1,776
2023,2,4,6,2/4/2023 0:00,WN,19393,N7818L,1240,12448,1244807,32448,JAN,"Jackson/Vicksburg, MS",MS,Mississippi,12191,1219103,31453,HOU,"Houston, TX",TX,Texas,615,612,-3,0,0,0600-0659,20,632,732,5,755,737,-18,0,0,0,100,85,60,1,359
2023,2,2,4,2/2/2023 0:00,DL,19790,N996AT,2320,10397,1039707,30397,ATL,"Atlanta, GA",GA,Georgia,11057,1105703,31057,CLT,"Charlotte, NC",NC,North Carolina,1259,1256,-3,0,0,1200-1259,17,1313,1353,9,1408,1402,-6,0,0,0,69,66,40,1,226
2023,2,4,6,2/4/2023 0:00,OO,20304,N284SY,3863,14252,1425203,34252,PSC,"Pasco/Kennewick/Richland, WA",WA,Washington,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,Utah,530,528,-2,0,0,0001-0559,23,551,810,7,827,817,-10,0,0,0,117,109,79,1,521
2023,2,4,6,2/4/2023 0:00,DL,19790,N926DZ,2414,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,Utah,14771,1477104,32457,SFO,"San Francisco, CA",CA,California,1120,1117,-3,0,0,1100-1159,17,1134,1221,4,1230,1225,-5,0,0,0,130,128,107,1,599
2023,2,6,1,2/6/2023 0:00,NK,20416,N612NK,413,12266,1226603,31453,IAH,"Houston, TX",TX,Texas,15304,1530402,33195,TPA,"Tampa, FL",FL,Florida,1535,1611,36,36,1,1500-1559,15,1626,1902,6,1840,1908,28,28,1,0,125,117,96,1,787
2023,2,7,2,2/7/2023 0:00,AA,19805,N950NN,442,11433,1143302,31295,DTW,"Detroit, MI",MI,Michigan,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,Arizona,707,659,-8,0,0,0700-0759,12,711,913,29,953,942,-11,0,0,0,286,283,242,1,1671
2023,2,3,5,2/3/2023 0:00,AS,19930,N537AS,275,14747,1474703,30559,SEA,"Seattle, WA",WA,Washington,10299,1029906,30299,ANC,"Anchorage, AK",AK,Alaska,1540,1610,30,30,1,1500-1559,39,1649,1853,5,1828,1858,30,30,1,0,228,228,184,1,1448
2023,2,5,7,2/5/2023 0:00,AA,19805,N753US,2685,14100,1410005,34100,PHL,"Philadelphia, PA",PA,Pennsylvania,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,North Carolina,845,1039,114,114,1,0800-0859,21,1100,1202,3,1017,1205,108,108,1,0,92,86,62,1,337
2023,2,3,5,2/3/2023 0:00,UA,19977,N33289,243,11292,1129202,30325,DEN,"Denver, CO",CO,Colorado,15304,1530402,33195,TPA,"Tampa, FL",FL,Florida,1558,1601,3,3,0,1500-1559,16,1617,2110,4,2121,2114,-7,0,0,0,203,193,173,1,1506
2023,2,1,3,2/1/2023 0:00,AA,19805,N969NN,2114,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,Texas,14908,1490803,32575,SNA,"Santa Ana, CA",CA,California,833,,,,,0800-0859,,,,,1003,,,,,1,210,,,1,1205
2023,2,2,4,2/2/2023 0:00,MQ,20398,N222NS,3829,15919,1591905,31834,XNA,"Fayetteville, AR",AR,Arkansas,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,Texas,1426,1425,-1,0,0,1400-1459,11,1436,1535,12,1550,1547,-3,0,0,0,84,82,59,1,280
2023,2,6,1,2/6/2023 0:00,AA,19805,N573UW,1965,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,Texas,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,Arizona,1338,1340,2,2,0,1300-1359,16,1356,1510,16,1515,1526,11,11,0,0,157,166,134,1,868
2023,2,2,4,2/2/2023 0:00,DL,19790,N360DN,2523,10397,1039707,30397,ATL,"Atlanta, GA",GA,Georgia,11042,1104205,30647,CLE,"Cleveland, OH",OH,Ohio,715,709,-6,0,0,0700-0759,14,723,838,7,859,845,-14,0,0,0,104,96,75,1,554
2023,2,1,3,2/1/2023 0:00,AA,19805,N972UY,1771,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,Texas,12889,1288904,32211,LAS,"Las Vegas, NV",NV,Nevada,1808,,,,,1800-1859,,,,,1904,,,,,1,176,,,1,1055
2023,2,6,1,2/6/2023 0:00,F9,20436,N238FR,1244,13204,1320402,31454,MCO,"Orlando, FL",FL,Florida,10821,1082106,30852,BWI,"Baltimore, MD",MD,Maryland,2228,2228,0,0,0,2200-2259,17,2245,31,9,44,40,-4,0,0,0,136,132,106,1,787
2023,2,4,6,2/4/2023 0:00,OH,20397,N556NN,5408,11057,1105703,31057,CLT,"Charlotte, NC",NC,North Carolina,10980,1098002,30980,CHA,"Chattanooga, TN",TN,Tennessee,902,858,-4,0,0,0900-0959,20,918,1005,5,1028,1010,-18,0,0,0,86,72,47,1,241
2023,2,2,4,2/2/2023 0:00,9E,20363,N8976E,5059,10397,1039707,30397,ATL,"Atlanta, GA",GA,Georgia,12007,1200704,30894,GTR,"Columbus, MS",MS,Mississippi,1515,1510,-5,0,0,1500-1559,13,1523,1512,2,1529,1514,-15,0,0,0,74,64,49,1,241
2023,2,5,7,2/5/2023 0:00,UA,19977,N37537,436,14771,1477104,32457,SFO,"San Francisco, CA",CA,California,10821,1082106,30852,BWI,"Baltimore, MD",MD,Maryland,2305,2256,-9,0,0,2300-2359,24,2320,641,7,717,648,-29,0,0,0,312,292,261,1,2457
2023,2,2,4,2/2/2023 0:00,WN,19393,N780SW,1927,11278,1127805,30852,DCA,"Washington, DC",VA,Virginia,10397,1039707,30397,ATL,"Atlanta, GA",GA,Georgia,1215,1212,-3,0,0,1200-1259,15,1227,1404,5,1420,1409,-11,0,0,0,125,117,97,1,547
2023,2,2,4,2/2/2023 0:00,UA,19977,N808UA,2031,13930,1393008,30977,ORD,"Chicago, IL",IL,Illinois,13502,1350202,33502,MTJ,"Montrose/Delta, CO",CO,Colorado,930,923,-7,0,0,0900-0959,40,1003,1147,4,1144,1151,7,7,0,0,194,208,164,1,1081
2023,2,2,4,2/2/2023 0:00,DL,19790,N815DN,940,12892,1289208,32575,LAX,"Los Angeles, CA",CA,California,15304,1530402,33195,TPA,"Tampa, FL",FL,Florida,1103,1121,18,18,1,1100-1159,15,1136,1829,4,1832,1833,1,1,0,0,269,252,233,1,2158
2023,2,5,7,2/5/2023 0:00,AA,19805,N556UW,864,14100,1410005,34100,PHL,"Philadelphia, PA",PA,Pennsylvania,11057,1105703,31057,CLT,"Charlotte, NC",NC,North Carolina,1910,2050,100,100,1,1900-1959,18,2108,2220,8,2059,2228,89,89,1,0,109,98,72,1,449
2023,2,4,6,2/4/2023 0:00,AA,19805,N987AM,1827,13244,1324402,33244,MEM,"Memphis, TN",TN,Tennessee,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,Texas,745,744,-1,0,0,0700-0759,35,819,931,14,931,945,14,14,0,0,106,121,72,1,431
2023,2,3,5,2/3/2023 0:00,DL,19790,N919DU,393,11193,1119302,33105,CVG,"Cincinnati, OH",KY,Kentucky,12892,1289208,32575,LAX,"Los Angeles, CA",CA,California,639,638,-1,0,0,0600-0659,11,649,756,9,844,805,-39,0,0,0,305,267,247,1,1900
2023,2,5,7,2/5/2023 0:00,UA,19977,N23708,217,11193,1119302,33105,CVG,"Cincinnati, OH",KY,Kentucky,12266,1226603,31453,IAH,"Houston, TX",TX,Texas,1648,1645,-3,0,0,1600-1659,12,1657,1807,9,1834,1816,-18,0,0,0,166,151,130,1,871
2023,2,3,5,2/3/2023 0:00,WN,19393,N7733B,488,14908,1490803,32575,SNA,"Santa Ana, CA",CA,California,12889,1288904,32211,LAS,"Las Vegas, NV",NV,Nevada,1630,1635,5,5,0,1600-1659,24,1659,1740,7,1740,1747,7,7,0,0,70,72,41,1,226
2023,2,1,3,2/1/2023 0:00,AA,19805,N578UW,2915,15304,1530402,33195,TPA,"Tampa, FL",FL,Florida,11057,1105703,31057,CLT,"Charlotte, NC",NC,North Carolina,1543,1539,-4,0,0,1500-1559,13,1552,1706,14,1727,1720,-7,0,0,0,104,101,74,1,507
